DESCRIPCION_CONDUCTA_Homi1922,MUNICIPIO_Homi1922_HECHO,AÑO_Homi1922,ZONA_Homi1922,COLOMBIAPO_IDENCOLOMBIAFICACION_Homi1922,EDAD__Homi1922,DEL_01/01/2019_AL_31/12/2022_Homi1922,IdHomicidio2019_2022
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,13,1,184
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,22,1,185
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,29,1,186
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,32,1,187
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,22,1,188
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,60,1,189
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,27,1,190
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,24,1,191
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,41,1,192
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,33,1,193
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,29,1,194
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,30,1,195
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,52,1,196
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,38,1,197
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,36,1,198
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,50,1,199
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,58,1,200
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,28,1,201
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,19,1,202
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,31,2,203
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,35,2,204
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,36,2,205
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,21,1,206
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,22,1,207
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,23,1,208
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,36,1,209
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,26,1,210
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,39,1,211
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,37,1,212
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,33,1,213
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,44,1,214
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,15,1,215
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,34,1,216
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,64,1,217
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,60,1,218
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,26,1,219
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,21,1,220
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,28,1,221
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,24,1,222
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,24,1,223
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,16,1,224
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,37,1,225
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,URBANA,COLOMBIA,54,1,226
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,32,1,227
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,VENEZUELA,36,1,228
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,39,1,229
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,22,1,230
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,23,1,231
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,17,1,232
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,25,1,233
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,27,1,234
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,14,1,235
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,31,1,236
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,29,1,237
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,21,1,238
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,24,1,239
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,19,1,240
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,34,1,241
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,21,1,242
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,36,1,243
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,26,1,244
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,29,1,245
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,39,1,246
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,54,1,247
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,32,1,248
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,23,1,249
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,32,1,250
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,33,1,251
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,20,1,252
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,50,1,253
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,19,1,254
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,17,1,255
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,30,1,256
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,VENEZUELA,22,1,257
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,VENEZUELA,33,1,258
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,23,1,259
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,33,1,260
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,32,1,261
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,45,1,262
ARTÍCULO 103. HOMICIDIO,SANTANDER DE QUILICHAO,2019,RURAL,COLOMBIA,60,1,263
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,RURAL,COLOMBIA,44,1,264
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,RURAL,COLOMBIA,36,1,265
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,URBANA,COLOMBIA,32,1,266
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,URBANA,COLOMBIA,18,1,267
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,URBANA,COLOMBIA,24,1,268
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,RURAL,COLOMBIA,24,1,269
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,RURAL,COLOMBIA,39,1,270
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,RURAL,VENEZUELA,29,1,271
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,RURAL,COLOMBIA,21,1,272
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,RURAL,COLOMBIA,30,1,273
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,RURAL,COLOMBIA,32,1,274
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,RURAL,COLOMBIA,32,1,275
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,URBANA,COLOMBIA,29,1,276
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,RURAL,COLOMBIA,28,1,277
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,RURAL,COLOMBIA,34,1,278
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,RURAL,COLOMBIA,32,1,279
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,RURAL,COLOMBIA,47,1,280
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,RURAL,COLOMBIA,33,1,281
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,RURAL,COLOMBIA,47,1,282
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,RURAL,COLOMBIA,50,1,283
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,RURAL,COLOMBIA,37,1,284
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,RURAL,COLOMBIA,46,1,285
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,RURAL,COLOMBIA,37,1,286
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,RURAL,COLOMBIA,33,1,287
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,RURAL,COLOMBIA,21,1,288
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,URBANA,COLOMBIA,34,1,289
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,RURAL,COLOMBIA,46,1,290
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,RURAL,COLOMBIA,36,1,291
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,RURAL,COLOMBIA,30,1,292
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,URBANA,COLOMBIA,33,1,293
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,RURAL,COLOMBIA,34,1,294
ARTÍCULO 103. HOMICIDIO,SUÁREZ,2019,URBANA,COLOMBIA,64,1,295
ARTÍCULO 103. HOMICIDIO,TORIBIO,2019,RURAL,COLOMBIA,30,1,296
ARTÍCULO 103. HOMICIDIO,TORIBIO,2019,RURAL,COLOMBIA,57,1,297
ARTÍCULO 103. HOMICIDIO,TORIBIO,2019,RURAL,COLOMBIA,32,1,298
ARTÍCULO 103. HOMICIDIO,TORIBIO,2019,RURAL,COLOMBIA,34,1,299
ARTÍCULO 103. HOMICIDIO,TORIBIO,2019,RURAL,COLOMBIA,17,1,300
ARTÍCULO 103. HOMICIDIO,TORIBIO,2019,RURAL,COLOMBIA,19,1,301
ARTÍCULO 103. HOMICIDIO,TORIBIO,2019,RURAL,COLOMBIA,50,1,302
ARTÍCULO 103. HOMICIDIO,TORIBIO,2019,URBANA,COLOMBIA,31,1,303
ARTÍCULO 103. HOMICIDIO,TORIBIO,2019,RURAL,COLOMBIA,39,1,304
ARTÍCULO 103. HOMICIDIO,TORIBIO,2019,RURAL,COLOMBIA,38,1,305
ARTÍCULO 103. HOMICIDIO,TORIBIO,2019,RURAL,COLOMBIA,39,1,306
ARTÍCULO 103. HOMICIDIO,TORIBIO,2019,RURAL,COLOMBIA,39,1,307
ARTÍCULO 103. HOMICIDIO,TORIBIO,2019,RURAL,COLOMBIA,37,1,308
ARTÍCULO 103. HOMICIDIO,TORIBIO,2019,RURAL,COLOMBIA,34,1,309
ARTÍCULO 103. HOMICIDIO,TORIBIO,2019,RURAL,COLOMBIA,53,1,310
ARTÍCULO 103. HOMICIDIO,TORIBIO,2019,RURAL,COLOMBIA,42,1,311
ARTÍCULO 103. HOMICIDIO,TORIBIO,2019,RURAL,COLOMBIA,33,1,312
ARTÍCULO 103. HOMICIDIO,TORIBIO,2019,RURAL,COLOMBIA,44,1,313
ARTÍCULO 103. HOMICIDIO,TORIBIO,2019,RURAL,COLOMBIA,18,1,314
ARTÍCULO 103. HOMICIDIO,TORIBIO,2019,RURAL,COLOMBIA,20,1,315
ARTÍCULO 103. HOMICIDIO,TORIBIO,2019,RURAL,COLOMBIA,36,1,316
ARTÍCULO 103. HOMICIDIO,TORIBIO,2019,RURAL,COLOMBIA,32,1,317
ARTÍCULO 103. HOMICIDIO,CORINTO,2019,RURAL,COLOMBIA,37,1,318
ARTÍCULO 103. HOMICIDIO,CORINTO,2019,URBANA,COLOMBIA,53,1,319
ARTÍCULO 103. HOMICIDIO,CORINTO,2019,URBANA,COLOMBIA,26,1,320
ARTÍCULO 103. HOMICIDIO,CORINTO,2019,RURAL,COLOMBIA,44,1,321
ARTÍCULO 103. HOMICIDIO,CORINTO,2019,URBANA,COLOMBIA,21,1,322
ARTÍCULO 103. HOMICIDIO,CORINTO,2019,URBANA,COLOMBIA,13,1,323
ARTÍCULO 103. HOMICIDIO,CORINTO,2019,URBANA,COLOMBIA,28,1,324
ARTÍCULO 103. HOMICIDIO,CORINTO,2019,RURAL,COLOMBIA,34,1,325
ARTÍCULO 103. HOMICIDIO,CORINTO,2019,RURAL,COLOMBIA,23,1,326
ARTÍCULO 103. HOMICIDIO,CORINTO,2019,RURAL,COLOMBIA,28,1,327
ARTÍCULO 103. HOMICIDIO,CORINTO,2019,RURAL,COLOMBIA,20,1,328
ARTÍCULO 103. HOMICIDIO,CORINTO,2019,URBANA,COLOMBIA,21,1,329
ARTÍCULO 103. HOMICIDIO,CORINTO,2019,RURAL,COLOMBIA,29,1,330
ARTÍCULO 103. HOMICIDIO,CORINTO,2019,RURAL,COLOMBIA,29,1,331
ARTÍCULO 103. HOMICIDIO,CORINTO,2019,RURAL,COLOMBIA,21,1,332
ARTÍCULO 103. HOMICIDIO,CORINTO,2019,RURAL,COLOMBIA,37,1,333
ARTÍCULO 103. HOMICIDIO,CORINTO,2019,URBANA,COLOMBIA,23,1,334
ARTÍCULO 103. HOMICIDIO,CORINTO,2019,RURAL,COLOMBIA,23,1,335
ARTÍCULO 103. HOMICIDIO,CORINTO,2019,RURAL,COLOMBIA,18,1,336
ARTÍCULO 103. HOMICIDIO,CORINTO,2019,RURAL,COLOMBIA,24,1,337
ARTÍCULO 103. HOMICIDIO,CORINTO,2019,RURAL,COLOMBIA,23,1,338
ARTÍCULO 103. HOMICIDIO,CORINTO,2019,URBANA,COLOMBIA,38,1,339
ARTÍCULO 103. HOMICIDIO,CORINTO,2019,RURAL,COLOMBIA,22,1,340
ARTÍCULO 103. HOMICIDIO,CORINTO,2019,URBANA,COLOMBIA,22,1,341
ARTÍCULO 103. HOMICIDIO,CORINTO,2019,URBANA,COLOMBIA,23,1,342
ARTÍCULO 103. HOMICIDIO,CORINTO,2019,URBANA,COLOMBIA,22,1,343
ARTÍCULO 103. HOMICIDIO,CORINTO,2019,RURAL,COLOMBIA,23,1,344
ARTÍCULO 103. HOMICIDIO,CORINTO,2019,URBANA,COLOMBIA,21,1,345
ARTÍCULO 103. HOMICIDIO,CORINTO,2019,RURAL,COLOMBIA,30,1,346
ARTÍCULO 103. HOMICIDIO,CORINTO,2019,RURAL,COLOMBIA,38,1,347
